Dex,Name,Type1,Type2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Level-Up Moves
788,Tapu Fini,Water,Fairy,70,75,115,95,130,85,570,Disarming Voice (Lv 1); Water Gun (Lv 1); Withdraw (Lv 5); Mist (Lv 10); Haze (Lv 10); Aqua Ring (Lv 15); Water Pulse (Lv 20); Brine (Lv 25); Defog (Lv 30); Heal Pulse (Lv 35); Surf (Lv 40); Muddy Water (Lv 45); Mean Look (Lv 50); Nature’s Madness (Lv 55); Moonblast (Lv 60); Hydro Pump (Lv 65); Soak (Lv 70); Misty Terrain (Lv 75)
789,Cosmog,Psychic,,43,29,31,29,31,37,200,Splash (Lv 1); Teleport (Lv 1)
790,Cosmoem,Psychic,,43,29,131,29,131,37,400,Cosmic Power (Lv 0); Teleport (Lv 1)
791,Solgaleo,Psychic,Steel,137,137,107,113,89,97,680,Sunsteel Strike (Lv 0); Teleport (Lv 1); Metal Claw (Lv 1); Cosmic Power (Lv 1); Noble Roar (Lv 1); Iron Head (Lv 7); Metal Sound (Lv 14); Zen Headbutt (Lv 21); Flash Cannon (Lv 28); Morning Sun (Lv 35); Crunch (Lv 42); Metal Burst (Lv 49); Wild Charge (Lv 56); Solar Beam (Lv 63); Flare Blitz (Lv 70); Wide Guard (Lv 77); Giga Impact (Lv 84)
792,Lunala,Psychic,Ghost,137,113,89,137,107,97,680,Moongeist Beam (Lv 0); Confusion (Lv 1); Hypnosis (Lv 1); Teleport (Lv 1); Cosmic Power (Lv 1); Night Shade (Lv 7); Confuse Ray (Lv 14); Air Slash (Lv 21); Shadow Ball (Lv 28); Moonlight (Lv 35); Night Daze (Lv 42); Psychic (Lv 49); Moonblast (Lv 56); Phantom Force (Lv 63); Dream Eater (Lv 70); Wide Guard (Lv 77)
793,Nihilego,Rock,Poison,109,53,47,127,131,103,570,Wrap (Lv 1); Pound (Lv 1); Acid (Lv 5); Tickle (Lv 10); Acid Spray (Lv 15); Clear Smog (Lv 20); Power Split (Lv 25); Guard Split (Lv 25); Venoshock (Lv 30); Headbutt (Lv 35); Toxic Spikes (Lv 40); Venom Drench (Lv 45); Power Gem (Lv 50); Stealth Rock (Lv 55); Mirror Coat (Lv 60); Wonder Room (Lv 65); Head Smash (Lv 70)
794,Buzzwole,Bug,Fighting,107,139,139,53,53,79,570,Power-Up Punch (Lv 1); Harden (Lv 1); Taunt (Lv 5); Fell Stinger (Lv 10); Vital Throw (Lv 15); Bulk Up (Lv 20); Endure (Lv 25); Reversal (Lv 30); Mega Punch (Lv 35); Lunge (Lv 40); Focus Energy (Lv 45); Dynamic Punch (Lv 50); Counter (Lv 55); Hammer Arm (Lv 60); Superpower (Lv 65); Focus Punch (Lv 70)
795,Pheromosa,Bug,Fighting,71,137,37,137,37,151,570,Feint (Lv 1); Rapid Spin (Lv 1); Leer (Lv 5); Quick Guard (Lv 10); Bug Bite (Lv 15); Low Kick (Lv 20); Double Kick (Lv 25); Triple Kick (Lv 30); Stomp (Lv 35); Agility (Lv 40); Lunge (Lv 45); Bounce (Lv 50); Speed Swap (Lv 55); Bug Buzz (Lv 60); Quiver Dance (Lv 65); High Jump Kick (Lv 70)
796,Xurkitree,Electric,,83,89,71,173,71,83,570,Wrap (Lv 1); Thunder Shock (Lv 1); Charge (Lv 5); Thunder Wave (Lv 10); Ingrain (Lv 15); Spark (Lv 20); Shock Wave (Lv 25); Hypnosis (Lv 30); Eerie Impulse (Lv 35); Thunder Punch (Lv 40); Discharge (Lv 45); Magnet Rise (Lv 50); Thunderbolt (Lv 55); Electric Terrain (Lv 60); Power Whip (Lv 65); Zap Cannon (Lv 70)
797,Celesteela,Steel,Flying,97,101,103,107,101,61,570,Absorb (Lv 1); Tackle (Lv 1); Harden (Lv 5); Wide Guard (Lv 10); Mega Drain (Lv 15); Smack Down (Lv 20); Ingrain (Lv 25); Autotomize (Lv 30); Giga Drain (Lv 35); Flash Cannon (Lv 40); Metal Sound (Lv 45); Iron Defense (Lv 50); Leech Seed (Lv 55); Heavy Slam (Lv 60); Double-Edge (Lv 65); Skull Bash (Lv 70)
798,Kartana,Grass,Steel,59,181,131,59,31,109,570,Fury Cutter (Lv 1); Vacuum Wave (Lv 1); Razor Leaf (Lv 5); False Swipe (Lv 10); Cut (Lv 15); Air Cutter (Lv 20); Aerial Ace (Lv 25); Detect (Lv 30); Night Slash (Lv 35); Synthesis (Lv 40); Laser Focus (Lv 45); Defog (Lv 50); Leaf Blade (Lv 55); Sacred Sword (Lv 60); Swords Dance (Lv 65); Guillotine (Lv 70)
799,Guzzlord,Dark,Dragon,223,101,53,97,53,43,570,Bite (Lv 1); Dragon Tail (Lv 1); Swallow (Lv 5); Stockpile (Lv 5); Knock Off (Lv 10); Stomp (Lv 15); Stomping Tantrum (Lv 20); Wide Guard (Lv 25); Crunch (Lv 30); Body Slam (Lv 35); Gastro Acid (Lv 40); Hammer Arm (Lv 45); Heavy Slam (Lv 50); Dragon Rush (Lv 55); Belch (Lv 60); Thrash (Lv 65); Giga Impact (Lv 70)
800,Necrozma,Psychic,,97,107,101,127,89,79,600,Confusion (Lv 1); Metal Claw (Lv 1); Morning Sun (Lv 1); Moonlight (Lv 1); Charge Beam (Lv 1); Stealth Rock (Lv 8); Slash (Lv 16); Night Slash (Lv 24); Psycho Cut (Lv 32); Stored Power (Lv 40); Rock Blast (Lv 48); Iron Defense (Lv 56); Power Gem (Lv 64); Photon Geyser (Lv 72); Gravity (Lv 80); Prismatic Laser (Lv 88)
801,Magearna,Steel,Fairy,80,95,115,130,115,65,600,Gyro Ball (Lv 1); Helping Hand (Lv 1); Defense Curl (Lv 6); Rollout (Lv 12); Iron Defense (Lv 18); Magnetic Flux (Lv 24); Psybeam (Lv 30); Aurora Beam (Lv 36); Lock-On (Lv 42); Shift Gear (Lv 48); Trick (Lv 54); Iron Head (Lv 60); Aura Sphere (Lv 66); Flash Cannon (Lv 72); Pain Split (Lv 78); Zap Cannon (Lv 84); Fleur Cannon (Lv 90)
802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,600,Thunder Punch (Lv 1); Fire Punch (Lv 1); Ice Punch (Lv 1); Copycat (Lv 1); Shadow Sneak (Lv 1); Feint (Lv 1); Counter (Lv 1); Role Play (Lv 9); Shadow Punch (Lv 18); Force Palm (Lv 27); Assurance (Lv 36); Sucker Punch (Lv 45); Drain Punch (Lv 54); Psych Up (Lv 63); Spectral Thief (Lv 72); Laser Focus (Lv 81); Endeavor (Lv 90); Close Combat (Lv 99)
803,Poipole,Poison,,67,73,67,73,67,73,420,Dragon Pulse (Lv 1); Peck (Lv 1); Growl (Lv 1); Helping Hand (Lv 1); Acid (Lv 1); Fury Attack (Lv 7); Fell Stinger (Lv 14); Charm (Lv 21); Venoshock (Lv 28); Venom Drench (Lv 35); Nasty Plot (Lv 42); Poison Jab (Lv 49); Gastro Acid (Lv 56); Toxic (Lv 63)
804,Naganadel,Poison,Dragon,73,73,73,127,73,121,540,Air Cutter (Lv 0); Air Slash (Lv 1); Dragon Pulse (Lv 1); Peck (Lv 1); Growl (Lv 1); Helping Hand (Lv 1); Acid (Lv 1); Fury Attack (Lv 7); Fell Stinger (Lv 14); Charm (Lv 21); Venoshock (Lv 28); Venom Drench (Lv 35); Nasty Plot (Lv 42); Poison Jab (Lv 49); Gastro Acid (Lv 56); Toxic (Lv 63); Dragon Rush (Lv 70)
805,Stakataka,Rock,Steel,61,131,211,53,101,13,570,Tackle (Lv 1); Harden (Lv 1); Rock Throw (Lv 5); Protect (Lv 10); Stomp (Lv 15); Block (Lv 20); Rock Slide (Lv 25); Wide Guard (Lv 30); Autotomize (Lv 35); Rock Blast (Lv 40); Magnet Rise (Lv 45); Iron Defense (Lv 50); Iron Head (Lv 55); Take Down (Lv 60); Stealth Rock (Lv 65); Double-Edge (Lv 70)
806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,570,Astonish (Lv 1); Fire Spin (Lv 1); Light Screen (Lv 5); Ember (Lv 10); Night Shade (Lv 15); Confuse Ray (Lv 20); Magic Coat (Lv 25); Incinerate (Lv 30); Hypnosis (Lv 35); Mystical Fire (Lv 40); Shadow Ball (Lv 45); Calm Mind (Lv 50); Will-O-Wisp (Lv 55); Trick (Lv 60); Fire Blast (Lv 65); Mind Blown (Lv 70)
807,Zeraora,Electric,,88,112,75,102,80,143,600,Power-Up Punch (Lv 1); Fake Out (Lv 1); Scratch (Lv 1); Quick Attack (Lv 1); Snarl (Lv 1); Spark (Lv 1); Fury Swipes (Lv 8); Quick Guard (Lv 16); Slash (Lv 24); Volt Switch (Lv 32); Charge (Lv 40); Thunder Punch (Lv 48); Hone Claws (Lv 56); Discharge (Lv 64); Wild Charge (Lv 72); Agility (Lv 80); Plasma Fists (Lv 88); Close Combat (Lv 96)
808,Meltan,Steel,,46,65,65,55,35,34,300,Thunder Shock (Lv 1); Harden (Lv 1); Tail Whip (Lv 8); Headbutt (Lv 16); Thunder Wave (Lv 24); Acid Armor (Lv 32); Flash Cannon (Lv 40)
809,Melmetal,Steel,,135,143,143,80,65,34,600,Thunder Punch (Lv 0); Thunder Shock (Lv 1); Harden (Lv 1); Tail Whip (Lv 1); Headbutt (Lv 1); Thunder Wave (Lv 24); Acid Armor (Lv 32); Flash Cannon (Lv 40); Mega Punch (Lv 48); Protect (Lv 56); Discharge (Lv 64); Dynamic Punch (Lv 72); Superpower (Lv 80); Double Iron Bash (Lv 88); Hyper Beam (Lv 96)
810,Grookey,Grass,,50,65,50,40,40,65,310,Scratch (Lv 1); Growl (Lv 1); Branch Poke (Lv 6); Taunt (Lv 8); Razor Leaf (Lv 12); Screech (Lv 17); Knock Off (Lv 20); Slam (Lv 24); Uproar (Lv 28); Wood Hammer (Lv 32); Endeavor (Lv 36)
811,Thwackey,Grass,,70,85,70,55,60,80,420,Double Hit (Lv 0); Scratch (Lv 1); Growl (Lv 1); Taunt (Lv 1); Branch Poke (Lv 1); Razor Leaf (Lv 12); Screech (Lv 19); Knock Off (Lv 24); Slam (Lv 30); Uproar (Lv 36); Wood Hammer (Lv 42); Endeavor (Lv 48)
812,Rillaboom,Grass,,100,125,90,60,70,85,530,Drum Beating (Lv 0); Scratch (Lv 1); Growl (Lv 1); Taunt (Lv 1); Double Hit (Lv 1); Noble Roar (Lv 1); Grassy Terrain (Lv 1); Branch Poke (Lv 1); Razor Leaf (Lv 12); Screech (Lv 19); Knock Off (Lv 24); Slam (Lv 30); Uproar (Lv 38); Wood Hammer (Lv 46); Endeavor (Lv 54); Boomburst (Lv 62)
813,Scorbunny,Fire,,50,71,40,40,40,69,310,Tackle (Lv 1); Growl (Lv 1); Ember (Lv 6); Quick Attack (Lv 8); Double Kick (Lv 12); Flame Charge (Lv 17); Agility (Lv 20); Headbutt (Lv 24); Counter (Lv 28); Bounce (Lv 32); Double-Edge (Lv 36)
814,Raboot,Fire,,65,86,60,55,60,94,420,Tackle (Lv 1); Growl (Lv 1); Ember (Lv 1); Quick Attack (Lv 1); Double Kick (Lv 12); Flame Charge (Lv 19); Agility (Lv 24); Headbutt (Lv 30); Counter (Lv 36); Bounce (Lv 42); Double-Edge (Lv 48)
815,Cinderace,Fire,,80,116,75,65,75,119,530,Pyro Ball (Lv 0); Tackle (Lv 1); Growl (Lv 1); Ember (Lv 1); Quick Attack (Lv 1); Feint (Lv 1); Double Kick (Lv 12); Flame Charge (Lv 19); Agility (Lv 24); Headbutt (Lv 30); Counter (Lv 38); Bounce (Lv 46); Double-Edge (Lv 54); Court Change (Lv 62)
816,Sobble,Water,,50,40,40,70,40,70,310,Pound (Lv 1); Growl (Lv 1); Water Gun (Lv 6); Bind (Lv 8); Water Pulse (Lv 12); Tearful Look (Lv 17); Sucker Punch (Lv 20); U-turn (Lv 24); Liquidation (Lv 28); Soak (Lv 32); Rain Dance (Lv 36)
817,Drizzile,Water,,65,60,55,95,55,90,420,Pound (Lv 1); Bind (Lv 1); Growl (Lv 1); Water Gun (Lv 1); Water Pulse (Lv 12); Tearful Look (Lv 19); Sucker Punch (Lv 24); U-turn (Lv 30); Liquidation (Lv 36); Soak (Lv 42); Rain Dance (Lv 48)
818,Inteleon,Water,,70,85,65,125,65,120,530,Snipe Shot (Lv 0); Pound (Lv 1); Bind (Lv 1); Growl (Lv 1); Water Gun (Lv 1); Acrobatics (Lv 1); Water Pulse (Lv 12); Tearful Look (Lv 19); Sucker Punch (Lv 24); U-turn (Lv 30); Liquidation (Lv 38); Soak (Lv 46); Rain Dance (Lv 54); Hydro Pump (Lv 62)
819,Skwovet,Normal,,70,55,55,35,35,25,275,Tackle (Lv 1); Tail Whip (Lv 1); Bite (Lv 5); Stuff Cheeks (Lv 10); Stockpile (Lv 15); Spit Up (Lv 15); Swallow (Lv 15); Body Slam (Lv 20); Rest (Lv 25); Counter (Lv 30); Bullet Seed (Lv 35); Super Fang (Lv 40); Belch (Lv 45)
820,Greedent,Normal,,120,95,95,55,75,20,460,Covet (Lv 0); Tackle (Lv 1); Tail Whip (Lv 1); Bite (Lv 1); Stuff Cheeks (Lv 1); Stockpile (Lv 15); Spit Up (Lv 15); Swallow (Lv 15); Body Slam (Lv 20); Rest (Lv 27); Counter (Lv 34); Bullet Seed (Lv 41); Super Fang (Lv 48); Belch (Lv 55)
821,Rookidee,Flying,,38,47,35,33,35,57,245,Leer (Lv 1); Peck (Lv 1); Power Trip (Lv 4); Hone Claws (Lv 8); Fury Attack (Lv 12); Pluck (Lv 16); Taunt (Lv 20); Scary Face (Lv 24); Drill Peck (Lv 28); Swagger (Lv 32); Brave Bird (Lv 36)
822,Corvisquire,Flying,,68,67,55,43,55,77,365,Leer (Lv 1); Peck (Lv 1); Hone Claws (Lv 1); Power Trip (Lv 1); Fury Attack (Lv 12); Pluck (Lv 16); Taunt (Lv 22); Scary Face (Lv 28); Drill Peck (Lv 34); Swagger (Lv 40); Brave Bird (Lv 46)
823,Corviknight,Flying,Steel,98,87,105,53,85,67,495,Steel Wing (Lv 0); Leer (Lv 1); Peck (Lv 1); Screech (Lv 1); Metal Sound (Lv 1); Iron Defense (Lv 1); Hone Claws (Lv 1); Power Trip (Lv 1); Fury Attack (Lv 12); Pluck (Lv 16); Taunt (Lv 22); Scary Face (Lv 28); Drill Peck (Lv 34); Swagger (Lv 42); Brave Bird (Lv 50)
824,Blipbug,Bug,,25,20,20,25,45,45,180,Struggle Bug (Lv 1)
825,Dottler,Bug,Psychic,50,35,80,50,90,30,335,Reflect (Lv 0); Light Screen (Lv 0); Confusion (Lv 0); Struggle Bug (Lv 1)
826,Orbeetle,Bug,Psychic,60,45,110,80,120,90,505,Reflect (Lv 1); Light Screen (Lv 1); Confusion (Lv 1); Struggle Bug (Lv 1); Confuse Ray (Lv 4); Magic Coat (Lv 8); Agility (Lv 12); Psybeam (Lv 16); Hypnosis (Lv 20); Ally Switch (Lv 24); Bug Buzz (Lv 28); Mirror Coat (Lv 32); Psychic (Lv 36); After You (Lv 40); Calm Mind (Lv 44); Psychic Terrain (Lv 48)
827,Nickit,Dark,,40,28,28,47,52,50,245,Quick Attack (Lv 1); Tail Whip (Lv 1); Beat Up (Lv 4); Hone Claws (Lv 8); Snarl (Lv 12); Assurance (Lv 16); Nasty Plot (Lv 20); Sucker Punch (Lv 24); Night Slash (Lv 28); Tail Slap (Lv 32); Foul Play (Lv 36)
828,Thievul,Dark,,70,58,58,87,92,90,455,Thief (Lv 0); Quick Attack (Lv 1); Tail Whip (Lv 1); Beat Up (Lv 1); Hone Claws (Lv 1); Snarl (Lv 12); Assurance (Lv 16); Nasty Plot (Lv 22); Sucker Punch (Lv 28); Night Slash (Lv 34); Tail Slap (Lv 40); Foul Play (Lv 46); Parting Shot (Lv 52)
829,Gossifleur,Grass,,40,40,60,40,60,10,250,Leafage (Lv 1); Sing (Lv 1); Rapid Spin (Lv 4); Sweet Scent (Lv 8); Razor Leaf (Lv 12); Round (Lv 16); Leaf Tornado (Lv 21); Synthesis (Lv 24); Hyper Voice (Lv 28); Aromatherapy (Lv 32); Leaf Storm (Lv 36)
830,Eldegoss,Grass,,60,50,90,80,120,60,460,Cotton Spore (Lv 0); Leafage (Lv 1); Sing (Lv 1); Rapid Spin (Lv 1); Sweet Scent (Lv 1); Razor Leaf (Lv 12); Round (Lv 16); Leaf Tornado (Lv 23); Synthesis (Lv 28); Hyper Voice (Lv 34); Aromatherapy (Lv 40); Leaf Storm (Lv 46); Cotton Guard (Lv 52)
831,Wooloo,Normal,,42,40,55,40,45,48,270,Tackle (Lv 1); Growl (Lv 1); Defense Curl (Lv 4); Copycat (Lv 8); Guard Split (Lv 12); Double Kick (Lv 16); Headbutt (Lv 21); Take Down (Lv 25); Guard Swap (Lv 28); Reversal (Lv 32); Cotton Guard (Lv 36); Double-Edge (Lv 40)
832,Dubwool,Normal,,72,80,100,60,90,88,490,Tackle (Lv 1); Growl (Lv 1); Defense Curl (Lv 1); Copycat (Lv 1); Guard Split (Lv 12); Double Kick (Lv 16); Headbutt (Lv 21); Take Down (Lv 27); Guard Swap (Lv 32); Reversal (Lv 38); Cotton Guard (Lv 44); Double-Edge (Lv 50); Last Resort (Lv 56)
833,Chewtle,Water,,50,64,50,38,38,44,284,Tackle (Lv 1); Water Gun (Lv 1); Bite (Lv 7); Protect (Lv 14); Headbutt (Lv 21); Counter (Lv 28); Jaw Lock (Lv 35); Liquidation (Lv 42); Body Slam (Lv 49)
834,Drednaw,Water,Rock,90,115,90,48,68,74,485,Rock Tomb (Lv 0); Tackle (Lv 1); Bite (Lv 1); Water Gun (Lv 1); Protect (Lv 1); Crunch (Lv 1); Rock Polish (Lv 1); Razor Shell (Lv 1); Headbutt (Lv 21); Counter (Lv 30); Jaw Lock (Lv 39); Liquidation (Lv 48); Body Slam (Lv 57); Head Smash (Lv 66)
835,Yamper,Electric,,59,45,50,40,50,26,270,Tackle (Lv 1); Tail Whip (Lv 1); Nuzzle (Lv 5); Bite (Lv 10); Roar (Lv 15); Spark (Lv 20); Charm (Lv 26); Crunch (Lv 30); Charge (Lv 35); Wild Charge (Lv 40); Play Rough (Lv 45)
836,Boltund,Electric,,69,90,60,90,60,121,490,Electrify (Lv 1); Tackle (Lv 1); Tail Whip (Lv 1); Nuzzle (Lv 1); Bite (Lv 1); Roar (Lv 15); Spark (Lv 20); Charm (Lv 28); Crunch (Lv 34); Charge (Lv 41); Wild Charge (Lv 48); Play Rough (Lv 55); Electric Terrain (Lv 62)
837,Rolycoly,Rock,,30,40,50,40,50,30,240,Tackle (Lv 1); Smokescreen (Lv 1); Rapid Spin (Lv 5); Smack Down (Lv 10); Rock Polish (Lv 15); Ancient Power (Lv 20); Incinerate (Lv 25); Stealth Rock (Lv 30); Heat Crash (Lv 35); Rock Blast (Lv 40)
838,Carkol,Rock,Fire,80,60,90,60,70,50,410,Flame Charge (Lv 0); Tackle (Lv 1); Smokescreen (Lv 1); Rapid Spin (Lv 1); Smack Down (Lv 1); Rock Polish (Lv 15); Ancient Power (Lv 20); Incinerate (Lv 27); Stealth Rock (Lv 35); Heat Crash (Lv 41); Rock Blast (Lv 48); Stone Edge (Lv 55)
839,Coalossal,Rock,Fire,110,80,120,80,90,30,510,Tar Shot (Lv 0); Tackle (Lv 1); Smokescreen (Lv 1); Rapid Spin (Lv 1); Smack Down (Lv 1); Flame Charge (Lv 1); Rock Polish (Lv 15); Ancient Power (Lv 20); Incinerate (Lv 27); Stealth Rock (Lv 37); Heat Crash (Lv 45); Rock Blast (Lv 54); Stone Edge (Lv 63)
840,Applin,Grass,Dragon,40,40,80,40,40,20,260,Astonish (Lv 1); Withdraw (Lv 1)
841,Flapple,Grass,Dragon,70,110,80,95,60,70,485,Wing Attack (Lv 0); Astonish (Lv 1); Twister (Lv 1); Withdraw (Lv 1); Recycle (Lv 1); Growth (Lv 1); Acid Spray (Lv 4); Acrobatics (Lv 8); Leech Seed (Lv 12); Protect (Lv 16); Dragon Breath (Lv 20); Dragon Dance (Lv 24); Dragon Pulse (Lv 28); Grav Apple (Lv 32); Iron Defense (Lv 36); Fly (Lv 40); Dragon Rush (Lv 44)
842,Appletun,Grass,Dragon,110,85,80,100,80,30,485,Headbutt (Lv 0); Astonish (Lv 1); Growth (Lv 1); Recycle (Lv 1); Withdraw (Lv 1); Sweet Scent (Lv 1); Curse (Lv 4); Stomp (Lv 8); Leech Seed (Lv 12); Protect (Lv 16); Bullet Seed (Lv 20); Recover (Lv 24); Apple Acid (Lv 28); Body Slam (Lv 32); Iron Defense (Lv 36); Dragon Pulse (Lv 40); Energy Ball (Lv 44)
843,Silicobra,Ground,,52,57,75,35,50,46,315,Sand Attack (Lv 1); Wrap (Lv 1); Minimize (Lv 5); Brutal Swing (Lv 10); Bulldoze (Lv 15); Headbutt (Lv 20); Glare (Lv 25); Dig (Lv 30); Sandstorm (Lv 35); Slam (Lv 40); Coil (Lv 45); Sand Tomb (Lv 50)
844,Sandaconda,Ground,,72,107,125,65,70,71,510,Sand Attack (Lv 1); Wrap (Lv 1); Minimize (Lv 1); Brutal Swing (Lv 1); Bulldoze (Lv 15); Headbutt (Lv 20); Glare (Lv 25); Dig (Lv 30); Sandstorm (Lv 35); Slam (Lv 42); Coil (Lv 49); Sand Tomb (Lv 51)
845,Cramorant,Flying,Water,70,85,55,85,95,85,475,Peck (Lv 1); Stockpile (Lv 1); Spit Up (Lv 1); Swallow (Lv 1); Water Gun (Lv 7); Fury Attack (Lv 14); Pluck (Lv 21); Dive (Lv 28); Drill Peck (Lv 35); Amnesia (Lv 42); Thrash (Lv 49); Hydro Pump (Lv 56)
846,Arrokuda,Water,,41,63,40,40,30,66,280,Peck (Lv 1); Aqua Jet (Lv 1); Fury Attack (Lv 6); Bite (Lv 12); Agility (Lv 18); Dive (Lv 24); Focus Energy (Lv 30); Crunch (Lv 36); Liquidation (Lv 42); Double-Edge (Lv 48)
847,Barraskewda,Water,,61,123,60,60,50,136,490,Fury Attack (Lv 1); Bite (Lv 1); Peck (Lv 1); Aqua Jet (Lv 1); Throat Chop (Lv 1); Agility (Lv 18); Dive (Lv 24); Focus Energy (Lv 32); Crunch (Lv 40); Liquidation (Lv 48); Double-Edge (Lv 56)
848,Toxel,Electric,Poison,40,38,35,54,35,40,242,Growl (Lv 1); Acid (Lv 1); Flail (Lv 1); Belch (Lv 1); Nuzzle (Lv 1); Tearful Look (Lv 1)
849,Toxtricity,Electric,Poison,75,98,70,114,70,75,502,Spark (Lv 0); Leer (Lv 1); Growl (Lv 1); Acid (Lv 1); Thunder Shock (Lv 1); Nuzzle (Lv 1); Noble Roar (Lv 1); Flail (Lv 1); Belch (Lv 1); Tearful Look (Lv 1); Acid Spray (Lv 1); Charge (Lv 4); Shock Wave (Lv 8); Scary Face (Lv 12); Taunt (Lv 16); Screech (Lv 24); Swagger (Lv 28); Toxic (Lv 32); Discharge (Lv 36); Poison Jab (Lv 40); Overdrive (Lv 44); Boomburst (Lv 48); Shift Gear (Lv 52)
850,Sizzlipede,Fire,Bug,50,65,45,50,50,45,305,Ember (Lv 1); Smokescreen (Lv 1); Wrap (Lv 5); Bite (Lv 10); Flame Wheel (Lv 15); Bug Bite (Lv 20); Coil (Lv 25); Slam (Lv 30); Fire Spin (Lv 35); Crunch (Lv 40); Fire Lash (Lv 45); Lunge (Lv 50); Burn Up (Lv 55)
851,Centiskorch,Fire,Bug,100,115,65,90,90,65,525,Inferno (Lv 1); Ember (Lv 1); Smokescreen (Lv 1); Wrap (Lv 1); Bite (Lv 1); Flame Wheel (Lv 15); Bug Bite (Lv 20); Coil (Lv 25); Slam (Lv 32); Fire Spin (Lv 39); Crunch (Lv 46); Fire Lash (Lv 53); Lunge (Lv 60); Burn Up (Lv 67)
852,Clobbopus,Fighting,,50,68,60,50,50,32,310,Rock Smash (Lv 1); Leer (Lv 1); Feint (Lv 5); Bind (Lv 10); Detect (Lv 15); Brick Break (Lv 20); Bulk Up (Lv 25); Submission (Lv 30); Taunt (Lv 35); Reversal (Lv 40); Superpower (Lv 45)
853,Grapploct,Fighting,,80,118,90,70,80,42,480,Octolock (Lv 0); Octazooka (Lv 1); Rock Smash (Lv 1); Leer (Lv 1); Feint (Lv 1); Bind (Lv 1); Detect (Lv 15); Brick Break (Lv 20); Bulk Up (Lv 25); Submission (Lv 30); Taunt (Lv 35); Reversal (Lv 40); Superpower (Lv 45); Topsy-Turvy (Lv 50)
854,Sinistea,Ghost,,40,45,45,74,54,50,308,Withdraw (Lv 1); Astonish (Lv 1); Aromatic Mist (Lv 6); Mega Drain (Lv 12); Sucker Punch (Lv 24); Sweet Scent (Lv 30); Giga Drain (Lv 36); Nasty Plot (Lv 42); Shadow Ball (Lv 48); Memento (Lv 54); Shell Smash (Lv 60)
855,Polteageist,Ghost,,60,65,65,134,114,70,508,Teatime (Lv 0); Mega Drain (Lv 1); Withdraw (Lv 1); Astonish (Lv 1); Aromatic Mist (Lv 1); Strength Sap (Lv 1); Protect (Lv 18); Sucker Punch (Lv 24); Sweet Scent (Lv 30); Giga Drain (Lv 36); Nasty Plot (Lv 42); Shadow Ball (Lv 48); Memento (Lv 54); Shell Smash (Lv 60); Curse (Lv 66)
856,Hatenna,Psychic,,42,30,45,56,53,39,265,Confusion (Lv 1); Play Nice (Lv 1); Life Dew (Lv 5); Disarming Voice (Lv 10); Aromatic Mist (Lv 15); Psybeam (Lv 20); Heal Pulse (Lv 25); Dazzling Gleam (Lv 30); Calm Mind (Lv 35); Psychic (Lv 40); Healing Wish (Lv 45)
857,Hattrem,Psychic,,57,40,65,86,73,49,370,Brutal Swing (Lv 0); Confusion (Lv 1); Disarming Voice (Lv 1); Play Nice (Lv 1); Life Dew (Lv 1); Aromatic Mist (Lv 15); Psybeam (Lv 20); Heal Pulse (Lv 25); Dazzling Gleam (Lv 30); Calm Mind (Lv 37); Psychic (Lv 44); Healing Wish (Lv 51)
858,Hatterene,Psychic,Fairy,57,90,95,136,103,29,510,Psycho Cut (Lv 0); Confusion (Lv 1); Disarming Voice (Lv 1); Play Nice (Lv 1); Brutal Swing (Lv 1); Life Dew (Lv 1); Aromatic Mist (Lv 15); Psybeam (Lv 20); Heal Pulse (Lv 25); Dazzling Gleam (Lv 30); Calm Mind (Lv 37); Psychic (Lv 46); Healing Wish (Lv 55); Magic Powder (Lv 64)
859,Impidimp,Dark,Fairy,45,45,30,55,40,50,265,Fake Out (Lv 1); Confide (Lv 1); Bite (Lv 4); Flatter (Lv 8); Fake Tears (Lv 12); Assurance (Lv 16); Swagger (Lv 20); Sucker Punch (Lv 24); Torment (Lv 28); Dark Pulse (Lv 33); Nasty Plot (Lv 36); Play Rough (Lv 40); Foul Play (Lv 44)
860,Morgrem,Dark,Fairy,65,60,45,75,55,70,370,False Surrender (Lv 0); Bite (Lv 1); Fake Out (Lv 1); Flatter (Lv 1); Confide (Lv 1); Fake Tears (Lv 12); Assurance (Lv 16); Swagger (Lv 20); Sucker Punch (Lv 24); Torment (Lv 28); Dark Pulse (Lv 35); Nasty Plot (Lv 40); Play Rough (Lv 46); Foul Play (Lv 52)
861,Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,510,Spirit Break (Lv 0); False Surrender (Lv 1); Confide (Lv 1); Bulk Up (Lv 1); Bite (Lv 1); Fake Out (Lv 1); Flatter (Lv 1); Fake Tears (Lv 12); Assurance (Lv 16); Swagger (Lv 20); Sucker Punch (Lv 24); Torment (Lv 28); Dark Pulse (Lv 35); Nasty Plot (Lv 40); Play Rough (Lv 48); Foul Play (Lv 56); Hammer Arm (Lv 64)
